Ticker,Market Cap
NSP,3491456000
NTB,1646639232
NTG,226426320
NTR,23144730624
NTST,1245813376
NTZ,46701900
NU,67481522176
NUE,34468597760
NUS,486578656
NUV,1818067968
NUVB,680438848
NUW,251138688
NVG,2733081600
NVGS,1119092352
NVO,601705152512
NVR,26679410688
NVRI,906063296
NVRO,208413088
NVS,232219312128
NVST,3079552768
NVT,11000109056
NWG,38135828480
NWN,1493060352
NX,1283839616
NXC,86272520
NXDT,219104032
NXE,3365588224
NXG,102567656
NXJ,514586560
NXN,46195956
NXP,707085504
NXRT,2308907264
NYC,23811268
NYCB,4112974080
NYT,8914404352
NZF,2458420736
O,52295622656
OAK,N/A
OBDC,5662048768
OBDE,1766472192
OBK,976864960
OC,13875225600
OCFT,65274068
ODC,468218944
ODV,190527632
OEC,997314304
OFG,2013319296
OGE,7890055680
OGN,5239575552
OGS,3787913216
OHI,9929280512
OI,1903208960
OIA,309044640
OII,2751150080
OIS,323405184
OKE,51083108352
OKLO,916940992
OLN,5001974784
OLO,854298624
OLP,533507488
OMC,18895779840
OMF,5578933248
OMI,1229684352
ONIT,210639856
ONL,207566336
ONON,13617904640
ONTF,258312240
ONTO,10328086528
OOMA,222024000
OPAD,85618024
OPFI,491699968
OPP,206511088
OPY,528187168
OR,3216174848
ORA,4458416128
ORAN,30127261696
ORC,579982848
ORCL,378848083968
ORI,8980081664
ORN,242607168
OSCR,4523698176
OSK,6676501504
OTIS,36899127296
OUST,387125728
OUT,2672310272
OVV,11387866112
OWL,26050121728
OWLT,42130872
OXM,1405546112
OXY,52782108672
P,N/A
PAAS,7405220352
PAC,8189097984
PACK,593382848
PACS,5911596032
PAG,11046578176
PAGS,4521207808
PAI,119267440
PAM,3869269504
PAR,1931754880
PARR,1347998464
PATH,6787419136
PAXS,687743936
PAY,2942636288
PAYC,9189183488
PB,6783549952
PBA,22262810624
PBF,4305262592
PBH,3397159936
PBI,1290676864
PBR,94469390336
PBT,522018560
PCF,120258768
PCG,48145829888
PCK,191905344
PCM,91890272
PCN,721428864
PCOR,8496317440
PCQ,180319504
PD,1836475904
PDCC,130152400
PDI,5781366272
PDM,1111040000
PDO,1516774144
PDS,995058880
PDT,606453504
PDX,1008142784
PEB,1527990784
PEG,40151855104
PEN,7400151040
PEO,588487232
PERF,205734976
PFD,141121536
PFE,160367591424
PFGC,11450757120
PFH,N/A
PFL,330569088
PFLT,808361984
PFN,633246656
PFO,114753304
PFS,2356559104
PFSI,5003890688
PG,395221467136
PGP,88540176
PGR,138178510848
PGRE,1140278400
PGRU,1076047104
PGZ,70622864
PH,74990821376
PHD,122264016
PHG,27173464064
PHI,6062531072
PHIN,1986903168
PHK,752659200
PHM,25440366592
PHR,1391899136
PHT,227397408
PHX,127118224
PII,4612589568
PIM,159335872
PINE,257001872
PINS,21278937088
PIPR,4243375616
PJT,4892150272
PK,2997958912
PKE,266939824
PKG,17656999936
PKST,450694944
PKX,18563381248
PL,732745408
PLD,113748164608
PLNT,6752039424
PLOW,629311488
PLTR,71841562624
PLYM,1075581952
PM,183559684096
PMF,249409264
PML,573842880
PMM,288616256
PMO,328611616
PMT,1191732992
PMTU,N/A
PMX,263412640
PNC,68766810112
PNF,62550600
PNI,84347728
PNNT,460337504
PNR,13987890176
PNST,84184376
PNW,9821757440
POR,4795707392
POST,6651970560
PPG,28555919360
PPL,22996383744
PPT,352825152
PR,11933725696
PRA,699307968
PRG,1854126848
PRGO,3775967488
PRH,N/A
PRI,8715994112
PRIF,N/A
PRIM,2906913536
PRKS,2807755008
PRLB,747638144
PRM,1568386688
PRMW,3542917120
PRO,896919680
PRS,N/A
PRT,50244344
PRU,41015730176
PSA,55902498816
PSBD,533402400
PSEC,2088790016
PSF,239000352
PSFE,1291397504
PSN,9886885888
PSO,8942783488
PSQH,85699072
PSTG,20301105152
PSTL,410398784
PSX,58147602432
PTA,1115971968
PTY,2170688512
PUK,23223959552
PUMP,882252160
PVH,5561202176
PVL,55110000
PWR,39173574656
PWSC,3768483328
PX,1117906816
PYN,34625676
PYT,N/A
PZC,162784160
Q,N/A
QBTS,213723568
QD,342821216
QGEN,10374349824
QS,2894971904
QSR,31790006272
QTWO,4345815552
QUAD,236289792
QVCC,N/A
QVCD,N/A
R,5967887872
RA,727020288
RACE,82561662976
RAMP,1597346176
RBA,15156733952
RBC,8359166976
RBCP,N/A
RBLX,26268954624
RBOT,34440232
RBRK,6015971328
RC,1426811136
RCB,N/A
RCC,N/A
RCI,21106728960
RCL,40620875776
RCS,314202848
RCUS,1426269056
RDDT,9109909504
RDN,5237590016
RDW,449114624
RDY,13620837376
RELX,85059575808
RERE,609680512
RES,1356706688
REVG,1505001344
REX,822673920
REXR,11347680256
REZI,2761330432
RF,19675187200
RFI,327490016
RFL,33410712
RFM,97529464
RFMZ,345795552
RGA,13789264896
RGR,705554496
RGT,73058608
RH,4945711616
RHI,6379673600
RHP,6066672128
RIG,4534934528
RIO,98946359296
RITM,5602533888
RIV,261729040
RJF,23879090176
RKT,37420859392
RL,10113465344
RLI,6848190976
RLJ,1441112960
RLTY,253511584
RLX,2528972032
RM,322135616
RMAX,322648512
RMD,33463762944
RMI,102885072
RMM,305963808
RMMZ,135702736
RMPL,N/A
RMT,486041344
RNG,3100761344
RNGR,257115472
RNP,1050238016
RNR,12547618816
RNST,2096123008
ROG,1976930304
ROK,29806647296
ROL,23334248448
RPM,14997123072
RQI,1705929472
RRAC,167070032
RRC,7386135040
RRX,10497523712
RS,15489063936
RSF,51651448
RSG,63840604160
RSI,2108537344
RSKD,794716352
RTO,15958325248
RTX,156901801984
RVLV,1698584064
RVT,1749798784
RVTY,14758505472
RWT,946666560
RWTN,N/A
RWTO,N/A
RXO,3414682880
RY,158218960896
RYAM,492877408
RYAN,16860780544
RYI,642120896
RYN,4441204224
RZB,8857775104
RZC,N/A
S,7249244160
SA,1548118144
SABA,231976016
SAFE,1684439808
SAH,2075531776
SAJ,N/A
SAM,3307225088
SAN,72657477632
SAND,1626712320
SAP,252162293760
SAR,311204896
SAT,N/A
SAVE,305555200
SAY,N/A
SAZ,N/A
SB,530646880
SBBA,N/A
SBH,1298433920
SBI,113221688
SBR,914996864
SBS,12371531776
SBSW,2993325568
SBXC,184230000
SCCO,81601273856
SCD,275233056
SCE,N/A
SCHW,119913242624
SCI,11038241792
SCL,1697599616
SCM,357253888
SCS,1494001024
SD,484476224
SDHC,1758976000
SDHY,389042976
SDRL,3009345536
SE,45269475328
SEAL,N/A
SEDA,203033744
SEE,4829060096
SEM,4293293568
SEMR,2016451328
SES,364688736
SF,8772037632
SFB,N/A
SFBS,4192250880
SFL,1697509760
SG,4265523712
SGHC,1649708032
SGU,411084192
SHAK,4560090112
SHCO,1095259264
SHEL,226593718272
SHG,20858593280
SHO,2041563776
SHOP,96198582272
SHW,89400229888
SID,2791822080
SIG,3460110592
SII,1070191616
SILA,1221404032
SITC,3218872320
SITE,6140544000
SJM,12645304320
SJT,176647344
SJW,1943723264
SKE,893727040
SKIL,99339320
SKLZ,109286728
SKM,8672721920
SKT,3064099072
SKX,9877919744
SKY,5112501760
SLB,63580434432
SLF,30259281920
SLG,4146196736
SLGN,5350695936
SLQT,595439680
SLVM,3139879680
SM,5194577408
SMAR,6850695680
SMBK,469308064
SMC,370681248
SMFG,89234366464
SMG,4107028992
SMHI,315329024
SMP,659855040
SMR,860018496
SMRT,315734624
SMWB,660370816
SN,12745371648
SNA,14550434816
SNAP,15317000192
SNDA,376666528
SNDR,4694010368
SNN,13179553792
SNOW,42867150848
SNV,6241185792
SNX,10050060288
SO,95621636096
SOC,1001212928
SOI,523634496
SOJC,24127301632
SOJD,N/A
SOJE,N/A
SOL,77856832
SOLV,10259034112
SON,4996408832
SONY,109555875840
SOR,355786720
SOS,15048988
SPB,2553027072
SPCE,187137264
SPE,150839744
SPG,58744791040
SPGI,153642303488
SPH,1133431936
SPHR,1740424192
SPIR,171925440
SPLP,786274560
SPMC,N/A
SPNT,2513924352
SPOT,67748605952
SPR,4113187328
SPRU,56042744
SPXC,7052147712
SPXX,294364384
SQ,40552538112
SQM,10594314240
SQNS,33465588
SQSP,6277072384
SR,3737612544
SRE,50645344256
SREA,N/A
SRFM,3655827
SRG,244767104
SRI,385827136
SRL,121394632
SRV,124528984
SSB,6982673408
SSD,7467014656
SSL,4916631040
SST,117966552
SSTK,1279308928
ST,5570350592
STAG,7316335104
STC,1962171392
STE,22912604160
STEL,1350084992
STEM,91314504
STEW,1476272256
STG,145616128
STK,541987072
STLA,46629842944
STM,27647543296
STN,9431059456
STNG,3905179392
STR,3455334400
STT,24241971200
STVN,5424357376
STWD,6465944576
STZ,44777349120
SU,52503040000
SUI,17048185856
SUM,6819760128
SUN,7324852224
SUP,97923880
SUPV,870398208
SUZ,12478593024
SVV,1446344960
SW,22284191744
SWI,2181962240
SWK,14983290880
SWN,6882594816
SWX,5109444608
SWZ,111849920
SXC,740853248
SXI,2028660608
SXT,3095902720
SYF,18425483264
SYK,128761438208
SYY,37653909504
T,138672439296
TAC,2512983040
TAK,45962973184
TAL,5444590080
TALO,2147435648
TAP,11122486272
TBB,142381498368
TBBB,3214558720
TBC,N/A
TBI,229966944
TBN,48199307264
TCI,256846976
TCOA,80330792
TCS,41120216
TD,103763509248
TDC,2652359936
TDF,202064208
TDG,71827079168
TDOC,1217360000
TDS,2336530432
TDW,4684341248
TDY,19489361920
TEAF,164861248
TECK,25235437568
TEF,25433513984
TEI,259756192
TEL,45414617088
TEN,726722880
TEO,2884021760
TEVA,20721995776
TEX,3622635008
TFC,56953622528
TFII,12413171712
TFPM,3239830528
TFX,11272861696
TG,196020208
TGI,1042369344
TGLS,2768569600
TGNA,2269726976
TGS,3975058432
TGT,66638229504
THC,15011474432
THG,4850242560
THO,5440007168
THQ,879644288
THR,1002241152
THS,2033960960
THW,503298944
TIMB,8097102336
TISI,43997264
TIXT,949043328
TJX,125955219456
TK,734687232
TKC,6694132736
TKO,9462734848
TKR,5821881856
TLK,18702942208
TLYS,153115856
TM,247720607744
TME,18267969536
TMHC,6418180096
TMO,230717931520
TNC,1778157184
TNET,4761634816
TNK,1985273088
TNL,3005753856
TOL,13274698752
TOST,13903880192
TPB,695101312
TPC,1098081792
TPH,3863370240
TPL,18878332928
TPR,9300928512
TPTA,N/A
TPVG,301642880
TPX,8838733824
TPZ,105227888
TR,2064566400
TRAK,337142144
TRC,462285408
TREX,6892023808
TRGP,31210137600
TRI,73564053504
TRN,2666329600
TRNO,6563992064
TROX,2206142464
TRP,46064558080
TRTN,N/A
TRTX,684655104
TRU,18130132992
TRV,49363021824
TS,15640441856
TSE,103239520
TSI,239404864
TSLX,1933827712
TSM,905178316800
TSN,22246492160
TSQ,161788848
TT,77021167616
TTC,9311265792
TTE,158025433088
TTI,419322304
TTP,82573912
TU,23712000000
TUP,53975496
TUYA,958022720
TV,1066574016
TVC,11991000
TVE,11639250
TWI,557789056
TWLO,9827113984
TWN,304466080
TWO,1410308992
TX,6768699904
TXNM,3680914944
TXO,782478976
TXT,16476703744
TY,1648323072
TYG,398085984
TYL,24928110592
U,6552125440
UA,3398560000
UAA,3398560000
UAN,771580800
UBER,151351721984
UBS,97280704512
UCB,3495031808
UDR,15671447552
UE,2587870720
UFI,100748280
UGI,5231970816
UGP,4799740416
UHAL,12311432192
UHS,15106537472
UHT,590798336
UI,10742780928
UIS,349450944
UL,152363401216
ULS,10408365056
UMC,21799503872
UMH,1426908800
UNF,3435047680
UNFI,788573568
UNH,533440102400
UNM,10223087616
UNMA,5727163392
UNP,148967194624
UP,1311608320
UPS,111055331328
URI,47252115456
USA,1938594816
USAC,2619786752
USB,67398422528
USFD,14115888128
USM,4514522112
USNA,752756352
USPH,1269600512
UTF,2331331328
UTI,939015936
UTL,949090304
UTZ,1393933312
UVE,588471168
UVV,1314392448
UWMC,14443027456
UZD,N/A
UZE,N/A
UZF,N/A
V,520289419264
VAC,2495693568
VAL,4576747008
VALE,43877322752
VATE,62784928
VBF,188860352
VCV,513865056
VEEV,31118010368
VEL,595969216
VET,1604460032
VFC,6569409024
VGI,87676528
VGM,558589632
VGR,2195395072
VHC,26206298
VHI,695203200
VICI,33080100864
VIK,15161328640
VIPS,7674577408
VIST,4764278272
VIV,15649117184
VKQ,553355008
VLD,10591801
VLN,238597232
VLO,47999332352
VLRS,655745088
VLT,71998280
VLTO,26865364992
VMC,32279425024
VMI,5677104128
VMO,673058176
VNCE,19185588
VNO,6647388160
VNT,5250392064
VOC,86360000
VOYA,6655483904
VPG,369811712
VPV,262362800
VRE,1680607488
VRN,4539139072
VRT,29794252800
VRTS,1473920384
VSCO,1886227712
VSH,2770858752
VST,27261564928
VSTO,2289581824
VSTS,1721099392
VTEX,1362138112
VTLE,1387741184
VTMX,2667828480
VTN,220878256
VTOL,1088056320
VTR,24136454144
VTS,733489344
VVI,691655872
VVR,668191872
VVV,5271907840
VVX,1511551616
VYX,1869483904
VZIO,2232254464
W,5468264960
WAB,27908405248
WAL,8651658240
WAT,20181860352
WBS,7813597184
WBX,311797536
WCC,7724766720
WCN,46921404416
WD,3505139968
WDH,376318784
WDI,802717120
WDS,32962299904
WEA,131352192
WEAV,791380416
WEC,28298553344
WEL,83208504
WELL,70612434944
WES,14839733248
WEX,7326509568
WF,8610976768
WFC,188330606592
WFG,6816759808
WGO,1678521344
WH,5954294784
WHD,3978157312
WHG,114131456
WHR,5308837376
WIA,190076736
WIT,32140361728
WIW,525571424
WK,4319768064
WKC,1642219520
WLK,18866137088
WLKP,798677696
WLY,2483776256
WLYB,2483775744
WM,82430099456
WMB,53791383552
WMK,1787936640
WMS,11485090816
WMT,590797996032
WNC,861064320
WNS,2628174592
WOLF,1532913920
WOR,2215657728
WOW,472565184
WPC,12524614656
WPM,26787147776
WPP,9873092608
WRB,21904517120
WRBY,1736438144
WS,1697679488
WSM,17729716224
WSO,19093291008
WSR,676018944
WST,21792223232
WT,1479077376
WTI,331159488
WTM,4571538432
WTRG,10862119936
WTS,6192298496
WTTR,1291334528
WU,3982414592
WWW,1048938944
WY,21753991168
X,9401161728
XFLT,377828928
XHR,1410520192
XIN,15723918
XOM,525009190912
XPER,345842848
XPEV,6462660096
XPO,14097520640
XPOF,655661760
XPRO,2478532608
XYF,204345712
XYL,32256190464
Y,N/A
YALA,595758720
YELP,2262852096
YETI,3522369792
YEXT,625649472
YMM,7832667136
YOU,3936484608
YPF,11650096128
YRD,420762976
YSG,397101632
YUM,38632067072
YUMC,12875618304
Z,12292891648
ZBH,22534094848
ZEPP,44379276
ZETA,5426042880
ZGN,2565677568
ZH,303822592
ZIM,2293318144
ZIP,853317696
ZK,3882132736
ZKH,534749056
ZTO,15872411648
ZTR,271182848
ZTS,83230007296
ZUO,1307758336
ZVIA,76790704
ZWS,5315860992
